 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
 1.50000000e+00  1.46400195e+00  1.50000000e+00  4.28003907e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.34539142e-03 
 0.00000000e+00 -5.97130718e-11  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  2.23171707e-12 
 5.00000000e-01  4.99989871e-01  5.00000000e-01  9.99979741e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  3.78577656e-07 
 1.00000000e+00  9.88661306e-01  1.00000000e+00  9.77322612e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.23772486e-04 
 1.50000000e+00  1.45909105e+00  1.50000000e+00  9.18182097e-01  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.52893166e-03 
 0.00000000e+00 -1.11393014e-10  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e-07  0.00000000e+00  4.16320387e-12 
 5.00000000e-01  4.99985101e-01  5.00000000e-01  1.49997020e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  5.56818779e-07 
 1.00000000e+00  9.86916929e-01  1.00000000e+00  1.47383345e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  4.88966842e-04 
 1.50000000e+00  1.45577687e+00  1.50000000e+00  1.41155349e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  1.65279591e-03 
 0.00000000e+00 -8.86478687e-37  0.00000000e+00 -1.77298369e-36  0.00000000e+00  1.50000000e-07  0.00000000e+00  0.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.50000000e-07  5.00000000e-01  0.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.50000000e-07  1.00000000e+00  0.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e-07  1.50000000e+00  0.00000000e+00 
 0.00000000e+00 -2.66224195e-11  0.00000000e+00  5.00000000e-01  0.00000000e+00  1.50000000e-07  0.00000000e+00  9.94986632e-13 
 5.00000000e-01  4.99994214e-01  5.00000000e-01  4.99988428e-01  5.00000000e-01  1.50000000e-07  5.00000000e-01  2.16246269e-07 
 1.00000000e+00  9.90584037e-01  1.00000000e+00  4.81168074e-01  1.00000000e+00  1.50000000e-07  1.00000000e+00  3.51912322e-04 
